,name,age,job,incomeUSD,creditScore,ccNumber,married,hasChildren,height,weight,eyeColor,email,gender,hasDegree,bloodType,username,politicalLeaning,religion,doB,gpa,address.streetAddress,address.city,address.state,address.country,address.zip,address.geonameId,address.phoneNumber,address.ipAddress,address.countryCode,height_inches,weight_pounds,bmi,health,healthy_bmi_range,income level,region,state_population,state_per_capita_income
127,Rory Rippin,28,Veterinarian Technician,44382,767,6011-7392-0558-6156,True,True,160.0,54.1,BROWN,rory_rippin@gmail.com,Female,True,B-,rory86,-0.34,Hinduism,Sun Apr 28 00:06:29 UTC 1996,0.0,78186 Schinner Fields,Wheeling,California,United States,46299,356000,+20 31586683724,246.92.20.72,EG,62.99212598425197,119.29050000000001,21.13,Normal,18.5 - 25,Low income,West,39538223,"77,339"
128,Nicholas Jenkins,58,Naval Architect,94965,551,6759-8034-0592-0724-77,True,False,160.0,61.0,GREEN,nicholasjenkins@yahoo.com,Female,False,A-,nicholas58,-0.06,Christian,Fri Aug 05 03:42:34 UTC 1966,3.4,7590 Irving Ridge,Beltsville,Florida,United States,65469-6949,4557137,+1 98884530408,141.254.59.193,US,62.99212598425197,134.505,23.83,Normal,18.5 - 25,Middle income,South,21538187,"63,597"
129,Librada O'Reilly,32,Marketing Manager,93722,580,3682-714112-9191,True,True,145.0,60.5,BROWN,o'reilly.o'reilly@hotmail.com,Female,False,B-,librada36,-0.01,Christian,Thu Sep 12 15:18:08 UTC 1991,1.7,76361 Weimann Crest,Goose Creek,Ohio,United States,42502-1166,2562704,+1 25256819,199.0.105.184,US,57.08661417322835,133.4025,28.78,Overweight,18.5 - 25,Middle income,Midwest,11799448,"57,880"
130,Jake Borer,36,Sales Associate,39861,437,6771-8903-9778-4263,False,False,175.0,54.3,AMBER,jakeborer@gmail.com,Male,False,A+,jake7,-0.5,Christian,Wed Apr 06 18:01:44 UTC 1988,2.9,1317 Keith Freeway,Point Pleasant,Washington,United States,78593,3579925,+1473 5423947531,183.204.83.176,GD,68.89763779527559,119.7315,17.73,Mild Thinness,18.5 - 25,Low income,West,7705281,"75,698"
131,Leanne Ernser,28,Customer Service Representative,38231,416,6706262372244145,False,False,151.0,54.4,BROWN,ernser@yahoo.com,Female,False,A+,leanne71,-0.44,Christian,Tue Sep 05 13:13:11 UTC 1995,1.9,044 Beverley Meadow,Modesto,New Jersey,United States,82880-2791,4521209,+1 12483800448,79.172.0.146,US,59.44881889763779,119.952,23.86,Normal,18.5 - 25,Low income,Northeast,9288994,"78,700"
132,Chantal Wolff,51,Film Editor,70347,635,6599-1930-5186-7700,False,True,161.0,50.0,GRAY,chantal.wolff@gmail.com,Male,True,B-,chantal4,0.12,Hinduism,Wed Apr 25 01:57:18 UTC 1973,2.7,606 Von Loop,Wright,Florida,United States,49966-9065,5375911,+1 42631583210,63.163.80.224,US,63.38582677165354,110.25,19.29,Normal,18.5 - 25,Middle income,South,21538187,"63,597"
133,Ivana Kassulke,31,Phlebotomist,38047,750,3468-334049-77503,False,False,160.0,54.8,GRAY,ivanakassulke@gmail.com,Female,False,B+,ivana54,0.06,Islam,Fri Sep 03 13:47:26 UTC 1993,3.1,04609 O'Hara Village,Clayton,Oklahoma,United States,06104,2398269,+241 90947628,248.28.118.154,GA,62.99212598425197,120.834,21.41,Normal,18.5 - 25,Low income,South,3959353,"54,998"
134,Vergie Sawayn,20,Project Manager,87705,632,3763-228501-61179,True,False,161.0,75.6,GRAY,vergiesawayn@yahoo.com,Female,True,B+,vergie19,-0.27,Christianity,Mon Aug 23 10:50:13 UTC 2004,2.8,0994 Kuhlman Dam,Willmar,California,United States,91567-9374,5048814,+1 71320556656,147.16.53.58,US,63.38582677165354,166.69799999999998,29.17,Overweight,18.5 - 25,Middle income,West,39538223,"77,339"
135,Willis Mosciski,46,Structural Engineer,100488,562,3529-9425-4013-9556,True,False,165.0,60.5,BROWN,mosciski.mosciski@hotmail.com,Male,True,A+,willis4,-0.92,Christian,Tue Aug 01 18:17:17 UTC 1978,3.0,11864 Brekke Inlet,Iona,Missouri,United States,63542,5205849,+1 16836249681,41.187.246.231,US,64.96062992125984,133.4025,22.22,Normal,18.5 - 25,Middle income,Midwest,6154913,"56,551"
136,Marilu Roberts,68,Fisherman,36714,534,6771-8979-1802-5894,False,False,166.0,70.6,BLUE,mariluroberts@gmail.com,Male,False,B+,marilu83,-0.65,Buddhism,Mon Jan 16 19:28:31 UTC 1956,3.0,453 Fisher Locks,Terre Haute,Hawaii,United States,43188-6512,1233369,+94 8682339934,179.106.172.113,LK,65.35433070866142,155.673,25.62,Overweight,18.5 - 25,Low income,West,1455271,"61,175"
137,Cristen Koss,22,Video Game Designer,72620,714,3684-666854-1042,True,True,161.0,50.5,GRAY,cristen_koss@yahoo.com,Female,True,A+,cristen29,-0.97,Hinduism,Thu Oct 03 18:40:44 UTC 2002,4.0,468 Ziemann Loop,Muskego,Pennsylvania,United States,44202-1266,1527299,+996 334827060,117.66.250.209,KG,63.38582677165354,111.3525,19.48,Normal,18.5 - 25,Middle income,Northeast,13002700,"65,167"
138,Pamella Corkery,50,Agricultural Scientist,80488,636,6007-2298-7282-8194,False,False,165.0,69.5,HAZEL,pamella.corkery@gmail.com,Female,False,A-,pamella11,0.26,Christian,Wed May 15 22:22:46 UTC 1974,3.1,0403 Mistie Street,North Plainfield,Georgia,United States,25068-8540,5811456,+1 67802502940,125.1.241.111,US,64.96062992125984,153.2475,25.53,Overweight,18.5 - 25,Middle income,South,10711908,"57,129"
139,Miquel Lang,36,Quality Control Manager,58622,816,3685-870663-7153,True,True,165.0,60.4,GRAY,miquellang@hotmail.com,Female,True,A+,miquel81,-0.15,Christian,Tue Dec 08 05:20:16 UTC 1987,3.3,53697 Lilly Fort,Altus,California,United States,10027,5178127,+1 57640045039,193.74.242.28,US,64.96062992125984,133.182,22.19,Normal,18.5 - 25,Middle income,West,39538223,"77,339"
140,Tandra Becker,26,Courier,50302,794,3775-118028-93470,False,False,151.0,59.2,BLUE,tandra_becker@yahoo.com,Female,False,A+,tandra4,-0.85,Christian,Sun Sep 14 00:36:07 UTC 1997,4.0,8448 Venetta Flat,Merrick,North Carolina,United States,71134,4161616,+1 01181673011,86.243.136.66,US,59.44881889763779,130.536,25.96,Overweight,18.5 - 25,Low income,South,10439388,"57,416"
141,Mirtha Raynor,45,Auditor,82271,508,5019-2545-2885-6785,False,True,175.0,64.2,GRAY,mirtha_raynor@outlook.com,Male,True,A-,mirtha77,0.15,Christianity,Sun Dec 02 12:43:02 UTC 1979,2.9,176 Weston Falls,Homer Glen,South Dakota,United States,67855,4221552,+1 72339838825,77.189.203.36,US,68.89763779527559,141.561,20.96,Normal,18.5 - 25,Middle income,Midwest,886667,"65,806"
142,Edmund Corkery,19,Microbiologist,84376,627,3686-779108-0120,True,False,155.0,49.4,BROWN,edmund_corkery@gmail.com,Female,False,AB+,edmund67,-0.19,Christian,Wed Mar 16 23:07:03 UTC 2005,2.5,72957 Winnifred Haven,Haverhill,Florida,United States,88672,2441482,+227 89182568,201.187.233.250,NE,61.023622047244096,108.927,20.56,Healthy weight,5 - 85,Middle income,South,21538187,"63,597"
143,Kiyoko Crona,31,Food Journalist,72128,565,6759-3704-4604-3314,True,False,160.0,65.5,GRAY,crona.kiyoko@gmail.com,Female,True,B+,kiyoko22,0.05,Hinduism,Sat Jul 17 01:45:30 UTC 1993,2.2,487 Karima Grove,Mint Hill,Illinois,United States,04104,5812604,+1 20412210688,9.90.185.183,US,62.99212598425197,144.4275,25.59,Overweight,18.5 - 25,Middle income,Midwest,12812508,"68,822"
144,Chase Leuschke,40,Retail Sales Associate,39197,594,3794-560843-76455,True,True,171.0,61.0,GREEN,chaseleuschke@hotmail.com,Female,False,A-,chase86,-0.72,Islam,Thu Oct 06 14:12:31 UTC 1983,0.0,81975 Alana Square,Plantation,North Dakota,United States,15447,5130780,+1 19972376612,132.107.116.70,US,67.32283464566929,134.505,20.86,Normal,18.5 - 25,Low income,Midwest,779094,"66,184"
145,Kylee McDermott,24,Truck Driver,86234,373,6759-5769-6925-4393-71,True,True,165.0,70.8,GREEN,mcdermott@yahoo.com,Male,True,B+,kylee51,-0.09,Hinduism,Thu Nov 30 00:27:44 UTC 2000,1.8,6641 Feeney Estate,Frankfort,New Mexico,United States,16005,5380202,+1 19354442847,109.48.20.131,US,64.96062992125984,156.114,26.01,Overweight,18.5 - 25,Middle income,West,2117522,"51,500"
146,Pedro Senger,58,Telephone Sales Representative,31845,609,3528-8503-7774-8996,False,True,170.0,69.1,GRAY,senger.pedro@yahoo.com,Male,False,A+,pedro41,0.34,Hinduism,Wed Nov 09 12:11:35 UTC 1966,4.0,07611 Adolfo Plain,West Palm Beach,California,United States,44645,4894465,+1 89626237777,15.66.123.92,US,66.92913385826772,152.3655,23.91,Normal,18.5 - 25,Low income,West,39538223,"77,339"
147,Jana Mills,56,Surveyor,71362,495,6767-8265-7890-9184-42,False,True,161.0,74.1,GRAY,mills@gmail.com,Male,False,A+,jana39,-0.62,Christianity,Wed Nov 29 06:36:37 UTC 1967,2.3,10711 Len Gateway,Woodlawn,Florida,United States,73429,4156931,+1 74002407099,242.139.212.190,US,63.38582677165354,163.3905,28.59,Overweight,18.5 - 25,Middle income,South,21538187,"63,597"
148,Mana Trantow,55,Music Composer,83347,548,6007-2201-3240-0999,True,True,155.0,49.9,HAZEL,manatrantow@gmail.com,Female,False,A-,mana26,-0.12,Christian,Tue Oct 07 21:38:51 UTC 1969,2.1,167 Connelly Views,Colonia,Washington,United States,96096,4955840,+1 94616086901,151.77.36.36,US,61.023622047244096,110.0295,20.77,Normal,18.5 - 25,Middle income,West,7705281,"75,698"
149,Rozanne Strosin,27,Mechanical Engineer,104755,452,6551-3642-8432-0314,True,True,170.0,64.5,BROWN,strosin@gmail.com,Female,False,A+,rozanne88,0.35,Christianity,Wed Feb 05 01:08:29 UTC 1997,2.4,6087 Peggie Flat,Williamstown,Washington,United States,21136,4990510,+1 31847930994,110.74.43.26,US,66.92913385826772,142.2225,22.32,Normal,18.5 - 25,Middle income,West,7705281,"75,698"
150,Marica Corwin,30,Environmental Health and Safety Manager,80061,497,4130-4944-7873-7737,True,True,166.0,60.6,GRAY,corwin.marica@gmail.com,Female,False,B+,marica63,0.46,Christian,Thu Mar 03 14:00:25 UTC 1994,1.6,167 Tennille Road,Dalton,Utah,United States,49114-3051,5096686,+1 28277073060,61.160.97.94,US,65.35433070866142,133.62300000000002,21.99,Normal,18.5 - 25,Middle income,West,3271616,"57,925"
151,Brendan Reichert,32,Production Manager,28306,835,5019-1000-2265-7379,False,False,180.0,74.9,BROWN,brendan_reichert@gmail.com,Male,True,O+,brendan1,-0.22,Christianity,Wed Aug 21 22:06:11 UTC 1991,2.7,1262 Jessenia Mission,El Centro,Colorado,United States,31290-0252,5411015,+1 15983550414,39.199.125.237,US,70.86614173228347,165.1545,23.12,Normal,18.5 - 25,Low income,Unknown,5773714,"74,167"
152,Wonda Jerde,56,Housekeeper,34996,781,5019-8564-1920-6134,True,True,156.0,49.3,GRAY,wonda.wonda@yahoo.com,Female,False,A+,wonda38,-0.03,Christianity,Mon Feb 05 01:49:45 UTC 1968,3.3,5008 Beier Alley,San Rafael,Georgia,United States,74063,5729080,+1 67441993339,206.151.65.234,US,61.41732283464567,108.70649999999999,20.26,Normal,18.5 - 25,Low income,South,10711908,"57,129"
153,Yuri Cassin,54,Hindu Priest,54721,813,6706625857611014,True,False,151.0,74.6,BROWN,cassin@gmail.com,Female,True,B+,yuri46,-1.0,Islam,Tue Nov 04 02:50:28 UTC 1969,3.4,7826 Senger Curve,Inver Grove Heights,Mississippi,United States,09936,7261291,+1 22057992282,68.64.214.235,US,59.44881889763779,164.493,32.72,Obese Class I,18.5 - 25,Middle income,South,2961279,"46,248"
154,Seth Funk,21,Database Administrator,92832,410,6767-2282-0522-0413-62,False,False,165.0,65.5,GRAY,sethfunk@gmail.com,Male,True,AB+,seth74,-0.09,Hinduism,Sat Apr 12 05:24:56 UTC 2003,2.4,669 Marta Fall,Hastings,Ohio,United States,30210,723358,+421 367847741,86.168.145.73,SK,64.96062992125984,144.4275,24.06,Normal,18.5 - 25,Middle income,Midwest,11799448,"57,880"
155,Velvet Lakin,34,Customer Service Representative,43397,590,5019-4473-4232-5454,True,True,171.0,60.1,BROWN,velvet@yahoo.com,Female,False,B+,velvet89,0.42,Christian,Sun Apr 15 22:29:16 UTC 1990,2.2,26448 Adrienne Manor,Kahului,Florida,United States,33684,4422133,+1 08942845271,67.29.175.90,US,67.32283464566929,132.5205,20.55,Normal,18.5 - 25,Low income,South,21538187,"63,597"
156,Bonnie Hayes,26,Videographer,72491,633,6767-2402-5063-6760,False,False,161.0,64.1,GRAY,bonnie_hayes@gmail.com,Female,True,A-,bonnie56,0.09,Islam,Sat Mar 07 05:05:06 UTC 1998,3.4,80254 Jonathon Parks,Ponca City,Missouri,United States,75196,5341114,+1 37728832575,114.50.9.87,US,63.38582677165354,141.3405,24.73,Normal,18.5 - 25,Middle income,Midwest,6154913,"56,551"
157,Son Muller,27,Teacher,59658,624,5019-6515-4982-6459,False,False,170.0,59.4,GREEN,son@yahoo.com,Male,False,A-,son58,0.04,Other Religions,Sun Dec 29 07:25:24 UTC 1996,1.6,2080 Gibson Summit,Fairhaven,Texas,United States,16186,5338122,+1 68433348793,101.119.18.111,US,66.92913385826772,130.977,20.55,Normal,18.5 - 25,Middle income,South,29145505,"61,985"
158,Jessie Parker,70,Retired,0,490,6011-6223-4321-0859-5171,False,True,170.0,69.6,BLUE,jessie@yahoo.com,Male,True,B-,jessie51,-0.66,Islam,Mon Apr 12 07:55:46 UTC 1954,3.4,25694 Jimmy Squares,West Jordan,Georgia,United States,87709-4746,4295940,+1 77113598398,253.124.152.215,US,66.92913385826772,153.468,24.08,Normal,18.5 - 25,Low income,South,10711908,"57,129"
159,Earl Daugherty,50,Graphic Designer,77013,777,6706652675301339,False,True,160.0,75.4,GRAY,earldaugherty@hotmail.com,Female,False,O+,earl18,-0.02,Hinduism,Sun Sep 08 06:48:07 UTC 1974,2.8,974 Denesik Falls,Adrian,Texas,United States,47021-6166,4165637,+1 49843005553,210.126.10.89,US,62.99212598425197,166.257,29.45,Overweight,18.5 - 25,Middle income,South,29145505,"61,985"
160,Elayne Harvey,51,Project Manager,74089,620,5019-0522-0853-3926,True,True,166.0,60.3,BROWN,elayne.elayne@gmail.com,Female,True,AB-,elayne33,0.22,Christian,Wed Sep 19 11:32:54 UTC 1973,3.1,798 Hsiu Port,Princeton,Arkansas,United States,77937-2220,4945819,+1 10525361146,142.244.71.95,US,65.35433070866142,132.9615,21.88,Normal,18.5 - 25,Middle income,South,3011524,"51,787"
161,Stan Rice,42,Aerospace Engineer,117786,463,6759-1895-8835-0703,True,False,175.0,59.3,BLUE,stan.rice@outlook.com,Female,False,A+,stan60,-0.42,Christianity,Fri Jun 11 11:41:32 UTC 1982,2.8,322 Blick Views,Vero Beach,California,United States,92072,5265702,+1 53022495514,172.217.27.127,US,68.89763779527559,130.7565,19.36,Normal,18.5 - 25,Middle income,West,39538223,"77,339"
162,Ollie Lind,69,Operations Manager,80459,591,6547-6219-9089-7207-0929,False,False,171.0,54.2,BLUE,ollie.ollie@hotmail.com,Female,False,O+,ollie8,-1.0,Islam,Fri Dec 10 06:03:53 UTC 1954,2.4,993 Irwin Cove,Kearns,California,United States,66591-4512,4694482,+1 31580292144,48.177.106.159,US,67.32283464566929,119.51100000000001,18.54,Normal,18.5 - 25,Middle income,West,39538223,"77,339"
163,Maggie Rowe,22,Social Media Manager,89270,402,3722-711330-72741,False,False,171.0,75.5,BROWN,rowe@yahoo.com,Male,True,A+,maggie33,0.24,Hinduism,Tue Mar 19 17:50:20 UTC 2002,0.0,9455 Shanahan Groves,Lincoln Park,New York,United States,09853-5067,4152926,+1 87644309133,185.170.195.66,US,67.32283464566929,166.4775,25.82,Overweight,18.5 - 25,Middle income,Northeast,20201249,"78,089"
164,Shirley Powlowski,64,Delivery Driver,35116,593,6767-2048-3480-7404,False,False,171.0,60.3,BLUE,shirley_powlowski@hotmail.com,Male,False,A+,shirley56,-0.22,Christian,Sat Apr 09 23:27:23 UTC 1960,3.1,011 Florentino Brooks,Raytown,California,United States,27361,1271715,+91 8358008118,191.188.79.100,IN,67.32283464566929,132.9615,20.62,Normal,18.5 - 25,Low income,West,39538223,"77,339"
165,Belle Beatty,42,Bartender,37268,806,3529-3785-9225-9184,False,False,166.0,64.0,GRAY,bellebeatty@yahoo.com,Male,False,O+,belle59,0.23,Islam,Tue Oct 27 03:58:08 UTC 1981,1.3,44668 Cleopatra Burg,Needham,Washington,United States,98784,5014051,+1 60265746394,161.124.219.149,US,65.35433070866142,141.12,23.23,Normal,18.5 - 25,Low income,West,7705281,"75,698"
166,Tim Kiehn,51,Metal Worker,42223,605,3689-779324-0364,False,True,161.0,64.5,BROWN,tim_kiehn@gmail.com,Male,False,A-,tim92,0.38,Christianity,Sat Jan 19 23:06:16 UTC 1974,2.8,5527 Nikia Mountain,Mansfield,New Jersey,United States,83665,4597200,+1 18527721654,92.53.25.172,US,63.38582677165354,142.2225,24.88,Normal,18.5 - 25,Low income,Northeast,9288994,"78,700"
167,Rudolf Schoen,21,Search Engine Marketing Manager,58257,705,3528-9136-4454-1014,False,False,160.0,60.1,BROWN,rudolf@hotmail.com,Female,False,O+,rudolf86,0.78,Islam,Fri Feb 07 02:13:24 UTC 2003,3.6,17465 Barrie Club,West Springfield,Washington,United States,25607,4845984,+1 75295418704,134.221.158.225,US,62.99212598425197,132.5205,23.48,Normal,18.5 - 25,Middle income,West,7705281,"75,698"
168,Leonore Kub,42,Science Journalist,69628,632,6771-8917-6103-1570,False,False,175.0,64.8,GRAY,leonorekub@yahoo.com,Male,False,A-,leonore55,-0.77,Christianity,Sat Apr 24 11:10:30 UTC 1982,3.2,895 Nichelle Run,South Burlington,Texas,United States,04876-1287,1820906,+673 8657717,228.48.101.68,BN,68.89763779527559,142.884,21.16,Normal,18.5 - 25,Middle income,South,29145505,"61,985"
169,Damon Orn,52,Bookkeeper,46103,412,4259-3292-5462-0308,False,True,161.0,69.6,BROWN,damonorn@yahoo.com,Female,True,A-,damon96,0.12,Islam,Fri Mar 03 16:57:34 UTC 1972,2.0,133 Juan Stravenue,Stillwater,Ohio,United States,86819-0412,5004188,+1 61581376261,131.160.25.221,US,63.38582677165354,153.468,26.85,Overweight,18.5 - 25,Low income,Midwest,11799448,"57,880"
170,Gertrude Wolf,27,Marine Biologist,67924,719,6759-3627-3902-8466,False,False,166.0,65.5,GREEN,gertrudewolf@yahoo.com,Female,False,A-,gertrude79,-0.23,Islam,Mon Jul 07 01:30:47 UTC 1997,2.5,279 Jovita Corner,North Miami Beach,North Carolina,United States,67077-1163,4505542,+1 21705672008,155.116.161.128,US,65.35433070866142,144.4275,23.77,Normal,18.5 - 25,Middle income,South,10439388,"57,416"
171,Nichelle Krajcik,53,Therapist,81460,730,6007-2290-4825-9027,True,False,161.0,64.1,AMBER,nichelle_krajcik@yahoo.com,Female,False,O+,nichelle92,-0.86,Christianity,Sat May 15 10:36:48 UTC 1971,3.3,80540 Bertram Grove,Ham Lake,North Dakota,United States,56324-0218,5800112,+1 17125340472,135.139.171.118,US,63.38582677165354,141.3405,24.73,Normal,18.5 - 25,Middle income,Midwest,779094,"66,184"
172,Ricki Gerhold,24,Security Guard,33828,720,6759-2156-4652-1855-755,True,True,161.0,74.2,BROWN,rickigerhold@yahoo.com,Male,False,B+,ricki70,0.46,Islam,Tue Mar 21 05:25:54 UTC 2000,2.9,7851 Hahn Garden,Staten Island,New Jersey,United States,99453,4356783,+1 04433990946,161.60.161.253,US,63.38582677165354,163.61100000000002,28.63,Overweight,18.5 - 25,Low income,Northeast,9288994,"78,700"
173,Laurena Hoppe,41,Human Resources Specialist,62999,364,6011-6260-7290-5809-8914,False,True,151.0,64.2,BROWN,hoppe@gmail.com,Male,False,B+,laurena89,0.3,Christian,Fri Nov 25 06:30:11 UTC 1983,3.0,0698 Louisa Villages,Jeffersonville,Texas,United States,54868-6757,4374054,+1 17530351226,141.25.224.108,US,59.44881889763779,141.561,28.16,Overweight,18.5 - 25,Middle income,South,29145505,"61,985"
174,Gracie Kassulke,29,Receptionist,34877,532,3684-363008-2411,True,False,165.0,60.8,GREEN,graciekassulke@yahoo.com,Male,False,B+,gracie45,0.04,Christian,Wed Feb 22 13:53:56 UTC 1995,1.9,69734 Kertzmann Fork,Kokomo,South Carolina,United States,31199,5397851,+1 10500734232,41.229.139.78,US,64.96062992125984,134.064,22.33,Normal,18.5 - 25,Low income,South,5118425,"53,320"
175,Hector Hartmann,22,Food Service Worker,33629,703,6007-2216-5320-6492,False,False,155.0,61.0,GRAY,hector_hartmann@yahoo.com,Female,True,AB+,hector1,-0.96,Hinduism,Sat Jul 20 12:58:52 UTC 2002,2.2,40515 Ryan Glens,Tarpon Springs,Massachusetts,United States,90157-5563,4930577,+1 15203454265,128.152.241.62,US,61.023622047244096,134.505,25.39,Overweight,18.5 - 25,Low income,Northeast,7029917,"84,945"
176,Reyes Cormier,47,Line Cook,36588,525,3528-2741-1504-0584,False,False,175.0,60.3,AMBER,reyes_cormier@gmail.com,Female,True,A-,reyes16,0.91,Hinduism,Mon Aug 08 10:19:34 UTC 1977,2.7,98632 Clair Villages,San Leandro,Texas,United States,46485,639406,+1 26359374832,56.198.1.246,US,68.89763779527559,132.9615,19.69,Normal,18.5 - 25,Low income,South,29145505,"61,985"
177,Bertram Moen,20,Sales Associate,36760,649,6007-2283-9375-6025,True,True,155.0,74.9,BROWN,moen@yahoo.com,Female,False,A-,bertram88,0.38,Christianity,Thu Feb 12 07:51:30 UTC 2004,1.1,8536 Gladys Estate,Seattle,New Jersey,United States,18896,5262634,+1 89830648540,116.75.108.50,US,61.023622047244096,165.1545,31.18,Obese Class I,18.5 - 25,Low income,Northeast,9288994,"78,700"
178,Cody Tillman,57,Chef,59691,765,3782-166767-60099,True,False,180.0,59.1,BLUE,cody.tillman@yahoo.com,Male,False,B+,cody14,-0.09,Islam,Tue Aug 08 07:14:59 UTC 1967,2.5,34010 Larkin Path,Dinuba,Idaho,United States,99395,5156371,+1 56785282849,190.109.92.121,US,70.86614173228347,130.31550000000001,18.24,Mild Thinness,18.5 - 25,Middle income,West,1839106,"54,537"
179,Anika Torp,33,Air Traffic Controller,78381,599,4310-8808-2275-7680,True,True,170.0,50.8,BROWN,anika_torp@yahoo.com,Female,False,A+,anika89,0.16,Christian,Sat Sep 29 23:34:45 UTC 1990,1.2,00557 Liane View,North Amityville,North Carolina,United States,75641-8768,4101260,+1 81538319295,29.104.96.159,US,66.92913385826772,112.014,17.58,Mild Thinness,18.5 - 25,Middle income,South,10439388,"57,416"
180,Shanon Morar,36,Office Manager,63560,461,3456-517385-44174,False,False,150.0,65.5,GRAY,shanon_morar@hotmail.com,Male,True,A-,shanon87,0.24,Hinduism,Wed Nov 02 18:27:31 UTC 1988,2.7,1982 Little Knoll,Mooresville,New York,United States,26459,5377199,+1 99982123341,180.180.164.233,US,59.05511811023622,144.4275,29.11,Overweight,18.5 - 25,Middle income,Northeast,20201249,"78,089"
181,Hugh Labadie,58,Automotive Engineer,99034,835,3528-0761-4148-9101,False,True,165.0,75.9,GREEN,hughlabadie@yahoo.com,Other,False,B+,hugh47,-0.35,Islam,Fri Aug 05 23:30:43 UTC 1966,4.0,924 Kuhn Square,Stockton,Pennsylvania,United States,05637,4913723,+1 59932325825,162.158.37.213,US,64.96062992125984,167.35950000000003,27.88,Overweight,18.5 - 25,Middle income,Northeast,13002700,"65,167"
182,Benito Renner,19,Online Advertising Manager,68548,558,6767-8090-9964-0945-56,False,False,166.0,54.3,GRAY,benito_renner@outlook.com,Male,False,A-,benito13,-0.09,Christianity,Thu Jul 14 20:40:03 UTC 2005,1.1,52787 Ebert Heights,Troy,Oklahoma,United States,07719-5192,4562407,+1 59887532368,170.173.173.51,US,65.35433070866142,119.7315,19.71,Healthy weight,5 - 85,Middle income,South,3959353,"54,998"
183,Ezekiel Kuhlman,28,Interior Designer,79943,624,6771-8973-1459-0053,False,False,160.0,59.5,GRAY,ezekiel@gmail.com,Female,False,A-,ezekiel54,-0.32,Islam,Tue Aug 20 00:06:44 UTC 1996,3.0,8705 Boehm Common,Adrian,California,United States,82527-9614,5352423,+1 45288476024,140.46.182.238,US,62.99212598425197,131.1975,23.24,Normal,18.5 - 25,Middle income,West,39538223,"77,339"
184,Billie Gerhold,30,Police Officer,66385,497,3713-017463-65744,False,False,171.0,59.9,BROWN,billie_gerhold@hotmail.com,Male,False,AB+,billie74,-0.56,Christian,Sat May 21 19:52:35 UTC 1994,2.7,243 Roberts River,Durant,Tennessee,United States,56408,5062458,+1 60899454687,208.232.188.55,US,67.32283464566929,132.0795,20.48,Normal,18.5 - 25,Middle income,South,6910840,"58,279"
185,Jarod O'Connell,56,Taxi Driver,39201,826,4001-5243-3982-1167,True,True,161.0,60.1,BLUE,jarodo'connell@gmail.com,Male,True,AB+,jarod31,-0.29,Hinduism,Sun Jul 07 12:57:59 UTC 1968,3.4,588 Keenan Brook,Madison,Florida,United States,43572-7153,4159553,+1 76307378282,96.107.119.135,US,63.38582677165354,132.5205,23.19,Normal,18.5 - 25,Low income,South,21538187,"63,597"
186,Wesley Waelchi,34,Medical Assistant,41009,461,6709638279030405,True,True,160.0,65.8,BROWN,wesley@yahoo.com,Male,True,B+,wesley44,-0.31,Islam,Sat Nov 11 00:21:38 UTC 1989,2.7,48568 Hoeger Rapids,Poway,Maryland,United States,02682,5350207,+1 12222280883,100.111.230.127,US,62.99212598425197,145.089,25.7,Overweight,18.5 - 25,Low income,South,6177224,"70,730"
187,Hoa Wyman,37,Dance Teacher,65267,386,4087-3884-5432-0513,True,True,160.0,60.1,BLUE,hoa@gmail.com,Female,False,A-,hoa41,-0.21,Christian,Mon Sep 01 22:03:36 UTC 1986,3.6,54931 Kenneth Estates,Agawam,California,United States,15718-2016,4933743,+1 95439309955,109.37.230.196,US,62.99212598425197,132.5205,23.48,Normal,18.5 - 25,Middle income,West,39538223,"77,339"
188,Kandi Langworth,34,Retired,18576,725,5019-2197-0868-4299,True,False,161.0,54.7,BROWN,langworth.langworth@gmail.com,Female,True,B-,kandi18,-0.46,Christian,Tue Aug 15 09:20:17 UTC 1989,4.0,52958 Heidenreich Village,Calverton,Illinois,United States,95924,4987482,+1 68558480555,116.102.90.187,US,63.38582677165354,120.61350000000002,21.1,Normal,18.5 - 25,Low income,Midwest,12812508,"68,822"
189,Oliva Labadie,56,Production Sound Mixer,75494,625,6759-8439-8381-5112-34,False,True,160.0,65.7,BROWN,olivalabadie@gmail.com,Female,False,A+,oliva36,-0.67,Christian,Sat Jul 20 13:47:11 UTC 1968,0.0,952 Kerluke Fields,Brunswick,Illinois,United States,12706-8580,7261476,+1 90596124535,101.194.75.103,US,62.99212598425197,144.8685,25.66,Overweight,18.5 - 25,Middle income,Midwest,12812508,"68,822"
190,Diego Nitzsche,20,Web Developer,87668,554,4168008728967,False,False,161.0,75.3,BROWN,nitzsche@yahoo.com,Male,True,B-,diego69,-0.48,Hinduism,Wed Apr 14 11:55:50 UTC 2004,1.9,28236 Jayna Shore,New South Memphis,Kentucky,United States,48226-3309,5776727,+1 75561760082,54.68.216.115,US,63.38582677165354,166.0365,29.05,Overweight,18.5 - 25,Middle income,South,4505836,"52,109"
